0.63	0.205513	0.50391	-0
0.632	0.205513	0.50391	-0
0.634	0.205513	0.50391	-0
0.636	0.205513	0.50391	-0
0.638	0.205513	0.50391	-0
0.64	0.205513	0.50391	-0
0.642	0.205513	0.50391	-0
0.644	0.205513	0.50391	-0
0.646	0.205513	0.50391	-0
0.648	0.205513	0.50391	-0
0.65	0.205513	0.50391	0.00153398
0.652	0.205513	0.50391	0.00153398
0.654	0.205513	0.50391	0.00153398
0.656	0.205513	0.50391	0.00153398
0.658	0.205513	0.50391	0.00153398
0.66	0.205513	0.50391	0.00153398
0.662	0.205513	0.50391	0.00153398
0.664	0.205513	0.50391	0.00153398
0.666	0.205513	0.50391	0.00153398
0.668	0.205513	0.50391	0.00153398
0.67	0.205513	0.50391	0.00153398
0.672	0.205513	0.50391	0.00153398
0.674	0.205513	0.50391	0.00153398
0.676	0.205513	0.50391	0.00153398
0.678	0.205513	0.50391	0.00153398
0.68	0.205513	0.50391	0.00153398
0.682	0.205513	0.50391	0.00153398
0.684	0.205513	0.50391	0.00153398
0.686	0.205513	0.50391	0.00153398
0.688	0.205513	0.50391	0.00153398
0.69	0.205513	0.50391	0.00153398
0.692	0.205513	0.50391	0.00153398
0.694	0.205513	0.50391	0.00153398
0.696	0.205513	0.50391	0.00153398
0.698	0.205513	0.50391	0.00153398
0.7	0.205513	0.50391	0.00153398
0.702	0.205513	0.50391	0.00153398
0.704	0.205513	0.50391	0.00153398
0.706	0.205513	0.50391	0.00153398
0.708	0.205513	0.50391	0.00153398
0.71	0.205513	0.50391	0.00153398
0.712	0.205513	0.50391	0.00153398
0.714	0.205513	0.50391	0.00153398
0.716	0.205513	0.50391	0.00153398
0.718	0.205513	0.50391	0.00153398
0.72	0.205513	0.50391	0.00153398
0.722	0.205513	0.50391	0.00153398
0.724	0.204746	0.50391	0.00153398
0.726	0.204746	0.50391	0.00153398
0.728	0.204746	0.50391	0.00153398
0.73	0.204746	0.50391	0.00153398
0.732	0.204746	0.50391	0.00153398
0.734	0.204746	0.50391	0.00153398
0.736	0.204746	0.50391	0.00153398
0.738	0.204746	0.50391	0.00153398
0.74	0.204746	0.50391	0.00153398
0.742	0.204746	0.50391	0.00153398
0.744	0.204746	0.50391	0.00153398
0.746	0.204746	0.50391	0.00153398
0.748	0.204746	0.50391	0.00153398
0.75	0.204746	0.50391	0.00153398
0.752	0.204746	0.50391	0.00153398
0.754	0.204746	0.50391	0.00153398
0.756	0.204746	0.50391	0.00153398
0.758	0.204746	0.50391	0.00153398
0.76	0.204746	0.50391	0.00153398
0.762	0.204746	0.50391	0.00153398
0.764	0.203979	0.50391	0.00153398
0.766	0.203979	0.50391	0.00153398
0.768	0.203979	0.50391	0.00153398
0.77	0.203979	0.50391	0.00153398
0.772	0.203979	0.50391	0.00153398
0.774	0.203979	0.50391	0.00153398
0.776	0.203979	0.50391	0.00153398
0.778	0.203979	0.50391	0.00153398
0.78	0.203979	0.50391	0.00153398
0.782	0.203979	0.50391	0.00153398
0.784	0.203979	0.50391	0.00153398
0.786	0.203979	0.50391	0.00153398
0.788	0.203979	0.50391	0.00153398
0.79	0.203979	0.50391	0.00153398
0.792	0.203979	0.50391	0.00153398
0.794	0.203979	0.50391	0.00153398
0.796	0.203212	0.50391	0.00153398
0.798	0.203212	0.50391	0.00153398
0.8	0.203212	0.50391	0.00153398
0.802	0.203212	0.50391	0.00153398
0.804	0.203212	0.50391	0.00153398
0.806	0.203212	0.50391	0.00153398
0.808	0.203212	0.50391	0.00153398
0.81	0.203212	0.50391	0.00153398
0.812	0.203212	0.50391	0.00153398
0.814	0.202445	0.50391	0.00153398
