659,325
572,328
582,329
517,330
528,333
506,336
472,337
495,337
609,337
470,338
673,340
520,341
689,344
505,346
645,346
553,347
490,349
484,350
488,351
640,353
660,359
409,360
675,360
698,360
668,362
492,367
486,371
417,391
423,409
680,419
682,419
436,421
361,424
695,424
675,427
701,428
707,429
857,432
693,433
688,435
1105,435
1107,435
709,436
1103,437
409,439
1095,440
1090,441
1092,442
1052,445
830,447
824,449
1048,449
1035,450
1032,451
360,452
992,456
350,465
1078,480
1094,482
1001,489
823,491
826,491
832,492
852,494
1025,496
883,499
863,500
869,502
1041,502
1073,504
1048,506
1054,506
896,509
800,510
685,514
717,514
921,516
1097,516
788,518
931,519
897,520
914,521
963,521
928,523
760,525
1069,527
996,529
1066,532
697,533
985,533
704,534
933,537
903,538
915,538
899,539
929,540
1010,540
905,541
910,541
924,541
817,543
928,543
1036,544
722,545
1028,546
705,547
1112,547
945,549
680,550
882,550
1027,551
841,552
919,553
1002,554
1074,555
915,556
1036,556
865,557
923,557
1016,557
1070,558
1075,560
923,561
848,562
1022,562
1078,562
1083,562
928,563
1103,563
430,564
785,564
827,564
1080,566
1103,566
1090,567
1088,568
1106,568
969,569
428,570
1115,570
845,571
1105,571
547,572
944,572
792,573
448,574
529,574
1085,574
678,575
1051,575
444,576
944,576
447,577
458,577
667,577
1103,577
769,578
1114,578
637,579
1029,579
447,580
756,580
927,580
817,581
1069,581
1101,581
441,582
633,582
642,582
647,582
463,583
738,583
747,583
755,583
576,584
646,584
753,584
1018,584
635,585
644,585
661,585
1112,585
632,586
663,586
667,586
735,586
815,586
639,587
680,587
847,587
1122,587
1097,588
661,589
449,590
663,590
1013,590
470,591
632,591
660,591
671,591
1001,591
1033,591
643,592
462,593
560,593
670,593
674,593
1028,593
961,594
814,595
622,596
760,596
502,597
1020,597
633,598
461,599
474,599
674,599
754,599
756,599
403,600
509,600
512,600
670,600
826,600
971,600
1036,600
1048,600
1057,600
621,601
634,601
654,601
659,601
695,601
404,602
502,602
806,602
557,603
657,603
692,603
484,604
489,604
567,604
1035,604
1038,604
1043,604
388,605
392,605
531,605
856,605
886,605
1096,605
491,606
508,606
561,606
986,606
480,607
500,607
530,607
645,607
808,607
558,608
1003,609
505,610
533,610
590,610
626,610
369,611
509,611
530,611
562,611
640,611
406,612
487,612
499,612
593,612
621,612
1120,612
496,613
536,613
549,613
559,613
588,613
1009,613
508,614
546,614
553,614
595,614
789,614
1011,614
1054,614
1122,614
339,615
344,615
1081,615
513,616
525,616
1027,616
349,617
594,617
740,617
1105,617
522,618
637,618
658,618
512,619
792,619
1107,619
573,620
579,620
589,620
772,620
933,620
1069,620
585,621
560,622
591,622
904,622
491,623
505,623
1098,623
501,624
514,624
598,624
600,624
1060,624
1116,624
313,625
529,625
320,626
523,626
598,626
727,626
748,626
1030,626
1055,626
547,627
561,627
603,627
735,627
833,627
1084,627
305,628
509,628
554,629
632,629
549,630
616,630
563,631
566,632
922,632
1043,632
645,633
829,633
1121,634
588,635
945,635
813,636
924,636
526,637
774,637
901,637
1041,637
1062,637
1065,637
1067,637
280,638
522,638
558,639
1066,640
543,641
761,641
431,642
1122,642
616,643
685,645
783,647
515,648
521,648
668,648
761,648
813,648
1034,648
1110,648
550,651
264,652
262,653
529,653
755,653
867,653
551,654
1021,654
1037,654
248,655
266,655
260,656
748,656
255,657
911,657
251,658
266,658
841,658
249,659
257,660
262,660
1000,660
1056,660
269,661
267,662
258,663
252,664
987,664
996,664
271,665
515,666
993,666
315,667
352,667
257,668
254,669
329,670
636,670
970,670
1062,670
275,671
279,671
315,671
850,671
955,671
267,672
270,672
476,672
863,672
265,673
274,673
279,673
508,673
261,674
271,674
276,674
487,674
581,675
1105,675
258,676
454,676
514,676
737,676
251,677
584,677
728,677
336,678
502,679
978,680
980,680
1047,681
861,684
904,684
928,684
1084,685
596,688
441,690
613,692
654,696
886,697
889,701
744,702
421,703
764,703
438,705
706,705
444,706
944,706
481,707
466,708
637,708
1091,709
463,711
489,711
752,712
641,713
641,715
740,717
939,717
669,718
681,718
941,719
1065,719
660,720
452,721
463,721
553,721
766,721
481,724
630,727
505,728
526,729
538,734
973,734
736,736
503,737
759,737
819,737
502,739
535,739
698,739
702,739
1099,739
688,740
959,740
522,741
747,745
713,746
499,747
684,747
725,747
750,747
782,747
731,749
450,750
674,752
506,753
733,753
745,753
712,755
476,756
521,756
514,757
710,757
610,758
463,761
678,761
707,761
717,761
744,761
520,763
1086,764
509,765
410,766
521,766
456,768
467,768
668,768
1030,768
463,769
502,769
487,771
524,771
435,773
442,777
466,779
496,782
499,782
674,782
969,782
459,783
489,783
729,783
677,784
420,785
461,785
724,787
664,790
421,792
590,793
542,795
514,801
550,802
517,804
536,804
464,805
786,808
497,809
504,809
521,809
638,809
568,813
494,814
734,814
728,816
495,820
615,820
561,824
584,824
648,828
410,830
516,833
601,840
659,840
447,841
