234,4
286,4
1021,4
204,5
207,5
330,5
1081,5
307,6
311,6
334,6
340,6
1041,6
1045,6
1068,6
1075,6
1048,8
1053,8
10,9
316,9
1097,9
330,10
1092,10
210,11
316,11
1100,11
47,12
208,12
200,13
299,13
218,14
316,15
1055,15
1062,15
310,16
217,17
289,17
1052,17
305,18
301,19
325,19
251,20
276,21
337,21
310,22
256,23
254,24
287,24
302,24
339,24
252,25
320,25
299,26
227,27
260,27
300,28
376,30
249,32
261,32
402,32
1017,33
69,34
176,35
369,35
275,36
400,37
293,38
371,38
1041,39
228,40
277,40
281,40
395,40
1076,41
1083,41
240,43
1074,43
368,44
396,44
126,45
236,45
1017,45
1068,45
279,46
370,46
933,46
233,47
392,47
1069,48
269,49
281,49
4,51
233,51
390,51
275,52
1019,52
1038,52
1041,52
278,53
387,55
1019,56
349,57
1014,57
1028,57
1072,57
137,59
160,59
388,59
159,63
168,64
123,66
407,66
1120,67
144,68
125,69
129,69
376,69
392,69
155,70
189,71
300,71
304,71
418,71
242,72
154,73
1109,75
300,76
1101,77
123,78
117,79
222,80
904,80
236,81
155,82
1100,82
102,83
152,83
1068,83
1122,83
1116,85
80,87
73,88
111,88
169,88
327,89
105,90
88,91
225,91
449,92
85,93
424,93
390,94
1122,94
110,96
155,96
147,98
386,98
127,99
390,99
130,100
440,101
360,102
377,103
153,104
393,104
1091,104
138,105
440,105
1103,105
4,106
204,106
378,106
397,106
138,107
417,107
74,108
208,108
146,109
1119,109
81,110
209,110
402,110
653,110
1082,110
1111,111
138,112
143,112
203,112
33,113
156,113
158,113
312,113
319,113
1081,113
75,114
43,115
205,115
60,116
415,116
38,118
65,118
1104,118
392,120
409,120
420,120
394,121
212,122
205,123
218,124
1113,124
222,127
35,128
212,128
406,128
218,130
56,131
1072,131
35,132
214,132
1069,132
1091,132
54,133
57,133
229,134
53,135
1109,135
1082,136
1086,136
1089,136
1112,136
231,137
1068,139
86,140
1060,141
220,142
225,142
326,142
1072,142
1120,142
213,144
215,144
206,145
1110,145
326,147
1105,147
411,148
1115,148
73,150
271,150
1117,150
75,151
144,154
1121,154
246,155
337,155
138,156
1086,156
211,157
225,157
252,157
254,157
343,157
261,158
1122,158
403,159
425,160
1081,160
45,162
181,163
225,163
357,163
296,164
173,165
357,166
363,166
1085,167
273,168
364,168
48,169
1081,169
1065,170
1116,170
116,171
153,171
226,171
292,171
498,172
421,173
1070,173
141,174
375,174
163,175
220,175
313,175
117,176
380,176
96,177
409,177
1076,177
1084,177
389,178
145,179
375,179
377,179
408,179
91,180
278,180
318,180
161,181
221,181
409,181
318,182
1065,182
294,183
409,183
174,184
417,184
419,184
108,185
138,185
390,185
398,185
496,185
85,186
424,186
81,187
137,187
297,187
390,187
400,187
393,188
300,189
309,190
117,191
133,192
141,192
389,192
417,192
91,193
224,193
425,193
80,194
105,194
394,194
407,194
137,195
275,195
333,195
353,195
385,195
391,196
407,196
215,197
389,197
400,197
116,198
260,198
542,198
294,199
358,199
375,200
333,201
351,201
385,202
394,202
389,203
208,204
397,205
51,206
125,206
268,206
350,206
382,206
380,207
233,208
391,208
122,209
226,209
346,209
388,209
627,209
109,210
192,210
230,210
340,211
346,211
381,211
393,212
351,213
385,213
49,214
230,216
348,216
172,217
187,217
240,217
175,218
134,223
168,223
82,224
188,224
240,224
347,224
368,224
177,225
265,225
278,225
351,225
304,226
216,227
225,227
326,227
339,227
350,227
353,227
365,227
130,228
276,228
342,228
258,229
79,230
165,230
213,230
322,230
547,230
320,232
326,232
344,232
349,232
145,233
160,233
334,233
323,234
523,234
336,235
208,236
216,236
235,237
239,237
242,238
263,238
269,239
547,239
513,242
518,242
346,244
384,247
354,248
549,248
565,248
558,250
568,250
442,251
596,251
53,253
523,254
547,258
563,259
608,262
532,264
561,266
532,268
562,270
627,270
638,272
390,273
548,273
366,278
514,280
530,280
536,281
383,282
385,282
478,283
555,283
626,283
483,285
344,287
477,288
541,288
591,290
398,292
524,293
385,295
395,295
604,295
523,296
564,297
703,298
568,300
595,300
532,303
525,304
609,304
599,306
616,306
564,307
657,307
656,309
518,311
510,313
658,313
523,314
533,322
519,323
